Markettype,date,equal_weighted_return,value_weighted_return
21,2017-36,0.010794,0.004367
5,2017-36,0.00715,0.002551
31,2017-36,0.011196,0.004481
15,2017-36,0.007786,0.002684
37,2017-36,0.00715,0.002551
47,2017-36,0.007786,0.002684
53,2017-36,0.010794,0.004367
63,2017-36,0.011196,0.004481
63,2017-37,0.006496,0.001252
53,2017-37,0.00637,0.001244
47,2017-37,0.007759,0.00143
37,2017-37,0.007651,0.001423
15,2017-37,0.007759,0.00143
31,2017-37,0.006496,0.001252
5,2017-37,0.007651,0.001423
21,2017-37,0.00637,0.001244
10,2017-37,0.010562,0.003083
10,2017-38,-0.000097,0.007593
21,2017-38,0.002457,0.000456
5,2017-38,-0.001349,-0.00015
31,2017-38,0.002381,0.000485
15,2017-38,-0.001303,-0.000115
37,2017-38,-0.001349,-0.00015
47,2017-38,-0.001303,-0.000115
53,2017-38,0.002457,0.000456
63,2017-38,0.002381,0.000485
53,2017-39,-0.001403,-0.000063
47,2017-39,-0.001966,-0.000213
63,2017-39,-0.001144,-0.00002
37,2017-39,-0.002323,-0.000261
15,2017-39,-0.001966,-0.000213
31,2017-39,-0.001144,-0.00002
5,2017-39,-0.002323,-0.000261
21,2017-39,-0.001403,-0.000063
10,2017-39,0.007387,0.010405
10,2017-41,0.00606,-0.002034
21,2017-41,0.025974,0.018686
5,2017-41,0.024549,0.017738
31,2017-41,0.025387,0.018599
15,2017-41,0.023871,0.017647
37,2017-41,0.024549,0.017738
47,2017-41,0.023871,0.017647
63,2017-41,0.025387,0.018599
53,2017-41,0.025974,0.018686
53,2017-42,-0.027422,-0.009703
47,2017-42,-0.024339,-0.007491
37,2017-42,-0.024734,-0.007441
15,2017-42,-0.024339,-0.007491
31,2017-42,-0.027025,-0.00974
5,2017-42,-0.024734,-0.007441
21,2017-42,-0.027422,-0.009703
10,2017-42,-0.013966,-0.0187
63,2017-42,-0.027025,-0.00974
10,2017-43,0.000686,0.004954
21,2017-43,0.009476,0.012349
5,2017-43,0.009047,0.012649
31,2017-43,0.009221,0.012319
15,2017-43,0.008745,0.012615
37,2017-43,0.009047,0.012649
53,2017-43,0.009476,0.012349
47,2017-43,0.008745,0.012615
63,2017-43,0.009221,0.012319
63,2017-44,-0.032565,-0.017855
53,2017-44,-0.032956,-0.017869
47,2017-44,-0.032689,-0.017018
37,2017-44,-0.033184,-0.017029
15,2017-44,-0.032689,-0.017018
31,2017-44,-0.032565,-0.017855
5,2017-44,-0.033184,-0.017029
21,2017-44,-0.032956,-0.017869
10,2017-44,-0.01939,-0.014489
10,2017-45,0.019588,0.025585
21,2017-45,0.030438,0.025379
5,2017-45,0.028022,0.023968
31,2017-45,0.030129,0.02538
15,2017-45,0.027724,0.023975
47,2017-45,0.027724,0.023975
37,2017-45,0.028022,0.023968
53,2017-45,0.030438,0.025379
63,2017-45,0.030129,0.02538
53,2017-46,-0.056838,-0.026348
63,2017-46,-0.056215,-0.026384
47,2017-46,-0.052501,-0.023154
37,2017-46,-0.053148,-0.023099
15,2017-46,-0.052501,-0.023154
31,2017-46,-0.056215,-0.026384
5,2017-46,-0.053148,-0.023099
21,2017-46,-0.056838,-0.026348
10,2017-46,-0.034864,-0.035467
10,2017-47,-0.012852,-0.005294
21,2017-47,-0.020203,-0.01182
5,2017-47,-0.019751,-0.009838
31,2017-47,-0.019997,-0.011794
15,2017-47,-0.01951,-0.009818
37,2017-47,-0.019751,-0.009838
47,2017-47,-0.01951,-0.009818
63,2017-47,-0.019997,-0.011794
53,2017-47,-0.020203,-0.01182
53,2017-48,0.008283,-0.007885
63,2017-48,0.007698,-0.007893
47,2017-48,0.006985,-0.009617
37,2017-48,0.007695,-0.009615
15,2017-48,0.006985,-0.009617
31,2017-48,0.007698,-0.007893
5,2017-48,0.007695,-0.009615
21,2017-48,0.008283,-0.007885
10,2017-48,-0.012768,-0.010001
10,2017-49,-0.019438,-0.014976
21,2017-49,-0.023195,-0.010665
5,2017-49,-0.022862,-0.010178
31,2017-49,-0.023091,-0.010682
15,2017-49,-0.022743,-0.010198
37,2017-49,-0.022862,-0.010178
47,2017-49,-0.022743,-0.010198
63,2017-49,-0.023091,-0.010682
53,2017-49,-0.023195,-0.010665
53,2017-50,0.005236,-0.002214
63,2017-50,0.005121,-0.002186
47,2017-50,0.004418,-0.002675
37,2017-50,0.004538,-0.002707
15,2017-50,0.004418,-0.002675
31,2017-50,0.005121,-0.002186
5,2017-50,0.004538,-0.002707
21,2017-50,0.005236,-0.002214
10,2017-50,0.001079,0.004877
10,2017-51,0.003898,0.006125
21,2017-51,-0.010375,0.006565
5,2017-51,-0.008529,0.008403
31,2017-51,-0.00998,0.006564
15,2017-51,-0.008099,0.008393
37,2017-51,-0.008529,0.008403
47,2017-51,-0.008099,0.008393
63,2017-51,-0.00998,0.006564
53,2017-51,-0.010375,0.006565
47,2017-52,0.006018,0.002259
53,2017-52,0.005415,0.001546
63,2017-52,0.005492,0.001597
37,2017-52,0.005939,0.002206
15,2017-52,0.006018,0.002259
31,2017-52,0.005492,0.001597
5,2017-52,0.005939,0.002206
21,2017-52,0.005415,0.001546
10,2017-52,0.008217,0.014808
10,Jan-18,0.017668,0.018124
47,Jan-18,0.023238,0.02605
37,Jan-18,0.023435,0.026084
63,Jan-18,0.02136,0.025365
53,Jan-18,0.021464,0.025393
53,Feb-18,-0.002613,0.00856
63,Feb-18,-0.002727,0.008537
37,Feb-18,-0.002028,0.010032
5,Feb-18,-0.002028,0.010032
15,Feb-18,-0.002191,0.01
21,Feb-18,-0.002613,0.00856
47,Feb-18,-0.002191,0.01
10,Feb-18,-0.006827,0.002396
31,Feb-18,-0.002727,0.008537
5,Mar-18,-0.015242,0.007317
15,Mar-18,-0.014899,0.007301
21,Mar-18,-0.0158,0.004503
10,Mar-18,-0.004911,0.003318
47,Mar-18,-0.014899,0.007301
31,Mar-18,-0.01551,0.004499
37,Mar-18,-0.015242,0.007317
63,Mar-18,-0.01551,0.004499
53,Mar-18,-0.0158,0.004503
53,Apr-18,0.010396,0.019404
63,Apr-18,0.009945,0.019359
31,Apr-18,0.009945,0.019359
37,Apr-18,0.008602,0.018904
47,Apr-18,0.008098,0.018856
10,Apr-18,-0.0065,0.007133
21,Apr-18,0.010396,0.019404
15,Apr-18,0.008098,0.018856
5,Apr-18,0.008602,0.018904
5,May-18,-0.082377,-0.039703
15,May-18,-0.081062,-0.039637
21,May-18,-0.086955,-0.044271
10,May-18,-0.042961,-0.022829
47,May-18,-0.081062,-0.039637
31,May-18,-0.085783,-0.044194
37,May-18,-0.082377,-0.039703
63,May-18,-0.085783,-0.044194
53,May-18,-0.086955,-0.044271
47,Jun-18,-0.080743,-0.095798
53,Jun-18,-0.0795,-0.094035
63,Jun-18,-0.079153,-0.093967
31,Jun-18,-0.079153,-0.093967
37,Jun-18,-0.081234,-0.095879
10,Jun-18,-0.066891,-0.075614
21,Jun-18,-0.0795,-0.094035
15,Jun-18,-0.080743,-0.095798
5,Jun-18,-0.081234,-0.095879
5,Jul-18,0.03177,0.029236
15,Jul-18,0.031659,0.029252
21,Jul-18,0.030278,0.029221
10,Jul-18,0.028529,0.033125
47,Jul-18,0.031659,0.029252
31,Jul-18,0.03023,0.029235
37,Jul-18,0.03177,0.029236
63,Jul-18,0.03023,0.029235
53,Jul-18,0.030278,0.029221
53,Aug-18,0.023814,0.026643
63,Aug-18,0.023425,0.026592
37,Aug-18,0.024171,0.027318
31,Aug-18,0.023425,0.026592
47,Aug-18,0.023671,0.027259
10,Aug-18,0.009683,0.013078
21,Aug-18,0.023814,0.026643
15,Aug-18,0.023671,0.027259
5,Aug-18,0.024171,0.027318
5,Sep-18,0.032901,0.000336
15,Sep-18,0.032134,0.000318
21,Sep-18,0.039601,0.005729
10,Sep-18,0.010662,-0.004105
47,Sep-18,0.032134,0.000318
31,Sep-18,0.038803,0.005692
37,Sep-18,0.032901,0.000336
63,Sep-18,0.038803,0.005692
53,Sep-18,0.039601,0.005729
53,Oct-18,0.043316,0.025376
63,Oct-18,0.042507,0.025316
31,Oct-18,0.042507,0.025316
37,Oct-18,0.036704,0.022074
47,Oct-18,0.035919,0.022023
10,Oct-18,0.013959,0.009278
21,Oct-18,0.043316,0.025376
15,Oct-18,0.035919,0.022023
5,Oct-18,0.036704,0.022074
5,Nov-18,-0.007102,-0.011599
15,Nov-18,-0.006716,-0.011548
21,Nov-18,-0.009521,-0.012159
10,Nov-18,0.004129,0.001307
47,Nov-18,-0.006716,-0.011548
37,Nov-18,-0.007102,-0.011599
31,Nov-18,-0.009146,-0.01211
53,Nov-18,-0.009521,-0.012159
63,Nov-18,-0.009146,-0.01211
53,Dec-18,-0.050567,-0.044369
63,Dec-18,-0.050094,-0.044348
31,Dec-18,-0.050094,-0.044348
37,Dec-18,-0.05045,-0.043529
47,Dec-18,-0.049862,-0.04351
10,Dec-18,-0.033292,-0.038608
21,Dec-18,-0.050567,-0.044369
15,Dec-18,-0.049862,-0.04351
5,Dec-18,-0.05045,-0.043529
5,2018-13,0.053074,0.016114
15,2018-13,0.052179,0.016129
21,2018-13,0.066687,0.024318
10,2018-13,0.027019,0.019814
37,2018-13,0.053074,0.016114
31,2018-13,0.0656,0.024301
63,2018-13,0.0656,0.024301
53,2018-13,0.066687,0.024318
47,2018-13,0.052179,0.016129
53,2018-14,-0.006966,-0.012292
63,2018-14,-0.006793,-0.012271
31,2018-14,-0.006793,-0.012271
37,2018-14,-0.007301,-0.011748
47,2018-14,-0.007073,-0.011727
10,2018-14,-0.00073,-0.006351
21,2018-14,-0.006966,-0.012292
15,2018-14,-0.007073,-0.011727
5,2018-14,-0.007301,-0.011748
5,2018-15,0.005693,0.0069
15,2018-15,0.005185,0.006875
21,2018-15,0.006053,0.006331
10,2018-15,-0.008794,0.000608
47,2018-15,0.005185,0.006875
31,2018-15,0.005638,0.00631
37,2018-15,0.005693,0.0069
63,2018-15,0.005638,0.00631
53,2018-15,0.006053,0.006331
53,2018-16,-0.040415,-0.03005
63,2018-16,-0.040197,-0.030073
37,2018-16,-0.040001,-0.029936
31,2018-16,-0.040197,-0.030073
47,2018-16,-0.039743,-0.029962
10,2018-16,-0.032626,-0.036507
21,2018-16,-0.040415,-0.03005
15,2018-16,-0.039743,-0.029962
5,2018-16,-0.040001,-0.029936
5,2018-17,-0.000737,0.000876
15,2018-17,-0.00106,0.00086
21,2018-17,0.002527,0.002048
10,2018-17,-0.009887,-0.002994
47,2018-17,-0.00106,0.00086
31,2018-17,0.002177,0.00203
37,2018-17,-0.000737,0.000876
63,2018-17,0.002177,0.00203
53,2018-17,0.002527,0.002048
53,2018-18,0.004487,0.005137
63,2018-18,0.004161,0.005085
37,2018-18,0.005233,0.005477
31,2018-18,0.004161,0.005085
47,2018-18,0.004797,0.005417
10,2018-18,-0.007375,-0.009499
21,2018-18,0.004487,0.005137
15,2018-18,0.004797,0.005417
5,2018-18,0.005233,0.005477
5,2018-19,0.023272,0.02417
15,2018-19,0.023014,0.024169
21,2018-19,0.023614,0.023481
10,2018-19,0.015782,0.024029
47,2018-19,0.023014,0.024169
31,2018-19,0.023399,0.023483
37,2018-19,0.023272,0.02417
63,2018-19,0.023399,0.023483
53,2018-19,0.023614,0.023481
53,2018-20,0.005018,0.0075
63,2018-20,0.004816,0.007472
37,2018-20,0.005808,0.008373
31,2018-20,0.004816,0.007472
47,2018-20,0.005528,0.008338
10,2018-20,-0.002448,-0.000648
21,2018-20,0.005018,0.0075
15,2018-20,0.005528,0.008338
5,2018-20,0.005808,0.008373
5,2018-21,-0.000824,-0.014189
15,2018-21,-0.001005,-0.014165
21,2018-21,0.000967,-0.012717
10,2018-21,-0.006181,-0.007919
47,2018-21,-0.001005,-0.014165
31,2018-21,0.000774,-0.012701
37,2018-21,-0.000824,-0.014189
63,2018-21,0.000774,-0.012701
53,2018-21,0.000967,-0.012717
53,2018-22,-0.049256,-0.027592
63,2018-22,-0.048852,-0.027592
37,2018-22,-0.044633,-0.023981
31,2018-22,-0.048852,-0.027592
47,2018-22,-0.044281,-0.023995
10,2018-22,-0.034217,-0.027741
21,2018-22,-0.049256,-0.027592
15,2018-22,-0.044281,-0.023995
5,2018-22,-0.044633,-0.023981
5,2018-23,-0.004662,0.000832
15,2018-23,-0.004343,0.000912
21,2018-23,-0.002047,0.001471
10,2018-23,0.004894,0.021762
47,2018-23,-0.004343,0.000912
31,2018-23,-0.001862,0.001541
37,2018-23,-0.004662,0.000832
63,2018-23,-0.001862,0.001541
53,2018-23,-0.002047,0.001471
53,2018-24,-0.046872,-0.021598
63,2018-24,-0.04604,-0.021555
31,2018-24,-0.04604,-0.021555
37,2018-24,-0.044055,-0.018273
47,2018-24,-0.043103,-0.018238
10,2018-24,-0.015664,-0.009167
21,2018-24,-0.046872,-0.021598
15,2018-24,-0.043103,-0.018238
5,2018-24,-0.044055,-0.018273
5,2018-25,-0.075289,-0.049402
15,2018-25,-0.074742,-0.049384
21,2018-25,-0.075519,-0.050198
10,2018-25,-0.058932,-0.044702
37,2018-25,-0.075289,-0.049402
47,2018-25,-0.074742,-0.049384
31,2018-25,-0.075078,-0.050179
53,2018-25,-0.075519,-0.050198
63,2018-25,-0.075078,-0.050179
53,2018-26,0.023605,-0.005315
63,2018-26,0.023423,-0.005269
31,2018-26,0.023423,-0.005269
37,2018-26,0.016585,-0.010278
47,2018-26,0.01659,-0.010207
10,2018-26,0.016731,0.007716
21,2018-26,0.023605,-0.005315
15,2018-26,0.01659,-0.010207
5,2018-26,0.016585,-0.010278
5,2018-27,-0.041839,-0.040429
10,2018-27,-0.021531,-0.02287
15,2018-27,-0.041164,-0.040357
21,2018-27,-0.040468,-0.040036
5,Jan-18,0.023435,0.026084
47,2018-27,-0.041164,-0.040357
37,2018-27,-0.041839,-0.040429
31,Jan-18,0.02136,0.025365
21,Jan-18,0.021464,0.025393
15,Jan-18,0.023238,0.02605
31,2018-27,-0.039968,-0.039972
63,2018-27,-0.039968,-0.039972
53,2018-27,-0.040468,-0.040036
53,2018-28,0.03736,0.041786
47,2018-28,0.034929,0.039955
63,2018-28,0.036742,0.041711
31,2018-28,0.036742,0.041711
37,2018-28,0.035648,0.04003
21,2018-28,0.03736,0.041786
15,2018-28,0.034929,0.039955
10,2018-28,0.014133,0.022111
5,2018-28,0.035648,0.04003
5,2018-29,0.00046,-0.00089
10,2018-29,-0.009222,-0.007038
15,2018-29,0.000135,-0.000916
21,2018-29,-0.001543,-0.001673
37,2018-29,0.00046,-0.00089
47,2018-29,0.000135,-0.000916
31,2018-29,-0.001748,-0.001693
63,2018-29,-0.001748,-0.001693
53,2018-29,-0.001543,-0.001673
53,2018-30,0.020935,0.01177
63,2018-30,0.020955,0.011794
31,2018-30,0.020955,0.011794
37,2018-30,0.026827,0.015201
47,2018-30,0.026655,0.015213
21,2018-30,0.020935,0.01177
15,2018-30,0.026655,0.015213
10,2018-30,0.021715,0.018159
5,2018-30,0.026827,0.015201
5,2018-31,-0.063347,-0.055513
10,2018-31,-0.035516,-0.03801
15,2018-31,-0.062417,-0.05544
21,2018-31,-0.067967,-0.057973
37,2018-31,-0.063347,-0.055513
47,2018-31,-0.062417,-0.05544
31,2018-31,-0.067104,-0.057898
63,2018-31,-0.067104,-0.057898
53,2018-31,-0.067967,-0.057973
53,2018-32,0.018876,0.021107
63,2018-32,0.018699,0.021076
31,2018-32,0.018699,0.021076
37,2018-32,0.017923,0.020987
47,2018-32,0.017732,0.020953
21,2018-32,0.018876,0.021107
15,2018-32,0.017732,0.020953
10,2018-32,0.01221,0.01309
5,2018-32,0.017923,0.020987
5,2018-33,-0.044963,-0.047379
10,2018-33,-0.029498,-0.030715
15,2018-33,-0.044444,-0.047309
21,2018-33,-0.045121,-0.047669
47,2018-33,-0.044444,-0.047309
37,2018-33,-0.044963,-0.047379
31,2018-33,-0.044703,-0.047604
63,2018-33,-0.044703,-0.047604
53,2018-33,-0.045121,-0.047669
53,2018-34,0.008602,0.019607
47,2018-34,0.007485,0.020146
63,2018-34,0.008647,0.019571
31,2018-34,0.008647,0.019571
37,2018-34,0.007388,0.020188
21,2018-34,0.008602,0.019607
15,2018-34,0.007485,0.020146
10,2018-34,0.010283,0.010345
5,2018-34,0.007388,0.020188
5,2018-35,-0.010208,-0.002223
10,2018-35,-0.00623,-0.001322
15,2018-35,-0.010076,-0.002219
21,2018-35,-0.011258,-0.00331
47,2018-35,-0.010076,-0.002219
31,2018-35,-0.011124,-0.003303
37,2018-35,-0.010208,-0.002223
63,2018-35,-0.011124,-0.003303
53,2018-35,-0.011258,-0.00331
53,2018-36,-0.002372,-0.00979
63,2018-36,-0.002549,-0.009798
37,2018-36,-0.003633,-0.010364
31,2018-36,-0.002549,-0.009798
47,2018-36,-0.003812,-0.010371
21,2018-36,-0.002372,-0.00979
15,2018-36,-0.003812,-0.010371
10,2018-36,-0.00902,-0.011937
5,2018-36,-0.003633,-0.010364
5,2018-37,-0.01627,-0.011069
10,2018-37,-0.01081,-0.021767
15,2018-37,-0.016091,-0.011112
21,2018-37,-0.017534,-0.012883
47,2018-37,-0.016091,-0.011112
31,2018-37,-0.017358,-0.012916
37,2018-37,-0.01627,-0.011069
63,2018-37,-0.017358,-0.012916
53,2018-37,-0.017534,-0.012883
53,2018-38,0.022127,0.039865
63,2018-38,0.022021,0.039818
37,2018-38,0.022547,0.041505
31,2018-38,0.022021,0.039818
47,2018-38,0.022401,0.041446
21,2018-38,0.022127,0.039865
15,2018-38,0.022401,0.041446
10,2018-38,0.018037,0.027028
5,2018-38,0.022547,0.041505
5,2018-39,-0.006215,0.004663
10,2018-39,-0.000586,0.005399
15,2018-39,-0.006029,0.004666
21,2018-39,-0.007817,0.003988
47,2018-39,-0.006029,0.004666
31,2018-39,-0.007626,0.003993
37,2018-39,-0.006215,0.004663
63,2018-39,-0.007626,0.003993
53,2018-39,-0.007817,0.003988
53,2018-41,-0.107269,-0.087746
63,2018-41,-0.106497,-0.087667
31,2018-41,-0.106497,-0.087667
37,2018-41,-0.106387,-0.085415
47,2018-41,-0.105449,-0.085337
21,2018-41,-0.107269,-0.087746
15,2018-41,-0.105449,-0.085337
10,2018-41,-0.078149,-0.0661
5,2018-41,-0.106387,-0.085415
5,2018-42,-0.038074,-0.024428
10,2018-42,-0.061121,-0.047499
15,2018-42,-0.038846,-0.024523
21,2018-42,-0.03342,-0.023495
47,2018-42,-0.038846,-0.024523
37,2018-42,-0.038074,-0.024428
31,2018-42,-0.034162,-0.023586
63,2018-42,-0.034162,-0.023586
53,2018-42,-0.03342,-0.023495
53,2018-43,0.038215,0.020785
63,2018-43,0.038571,0.020848
31,2018-43,0.038571,0.020848
37,2018-43,0.042052,0.021314
47,2018-43,0.042369,0.021381
21,2018-43,0.038215,0.020785
15,2018-43,0.042369,0.021381
10,2018-43,0.051497,0.037764
5,2018-43,0.042052,0.021314
5,2018-44,0.046167,0.035009
10,2018-44,0.02513,0.025196
15,2018-44,0.045456,0.034968
21,2018-44,0.048638,0.03768
37,2018-44,0.046167,0.035009
47,2018-44,0.045456,0.034968
31,2018-44,0.048003,0.037632
53,2018-44,0.048638,0.03768
63,2018-44,0.048003,0.037632
53,2018-45,0.001843,-0.024892
63,2018-45,0.00158,-0.024877
31,2018-45,0.00158,-0.024877
37,2018-45,0.004034,-0.026309
47,2018-45,0.003631,-0.026287
21,2018-45,0.001843,-0.024892
15,2018-45,0.003631,-0.026287
10,2018-45,-0.007922,-0.020915
5,2018-45,0.004034,-0.026309
5,2018-46,0.080416,0.040352
10,2018-46,0.067066,0.04697
15,2018-46,0.079968,0.040379
21,2018-46,0.082528,0.043306
47,2018-46,0.079968,0.040379
37,2018-46,0.080416,0.040352
31,2018-46,0.082113,0.04332
63,2018-46,0.082113,0.04332
53,2018-46,0.082528,0.043306
53,2018-47,-0.055976,-0.041338
63,2018-47,-0.055944,-0.041325
31,2018-47,-0.055944,-0.041325
37,2018-47,-0.053329,-0.038961
47,2018-47,-0.053378,-0.038956
21,2018-47,-0.055976,-0.041338
15,2018-47,-0.053378,-0.038956
10,2018-47,-0.054773,-0.037781
5,2018-47,-0.053329,-0.038961
5,2018-48,-0.00228,0.001249
10,2018-48,-0.004239,-0.001391
15,2018-48,-0.002345,0.001238
21,2018-48,-0.001523,0.001951
47,2018-48,-0.002345,0.001238
37,2018-48,-0.00228,0.001249
31,2018-48,-0.001595,0.001938
63,2018-48,-0.001595,0.001938
53,2018-48,-0.001523,0.001951
53,2018-49,0.016722,0.008188
63,2018-49,0.016544,0.008172
31,2018-49,0.016544,0.008172
37,2018-49,0.015766,0.007753
47,2018-49,0.015575,0.007737
21,2018-49,0.016722,0.008188
15,2018-49,0.015575,0.007737
10,2018-49,0.010047,0.003981
5,2018-49,0.015766,0.007753
5,2018-50,-0.018286,-0.008037
10,2018-50,-0.007933,-0.004847
15,2018-50,-0.017941,-0.008024
21,2018-50,-0.019674,-0.009468
47,2018-50,-0.017941,-0.008024
31,2018-50,-0.019362,-0.009451
37,2018-50,-0.018286,-0.008037
63,2018-50,-0.019362,-0.009451
53,2018-50,-0.019674,-0.009468
53,2018-51,-0.018685,-0.030844
63,2018-51,-0.018664,-0.030822
31,2018-51,-0.018664,-0.030822
37,2018-51,-0.020033,-0.031397
47,2018-51,-0.019961,-0.031371
21,2018-51,-0.018685,-0.030844
15,2018-51,-0.019961,-0.031371
10,2018-51,-0.017881,-0.02504
5,2018-51,-0.020033,-0.031397
5,2018-52,-0.01966,-0.010346
10,2018-52,-0.00459,-0.002916
15,2018-52,-0.019163,-0.010315
21,2018-52,-0.019112,-0.010438
47,2018-52,-0.019163,-0.010315
31,2018-52,-0.01873,-0.01041
37,2018-52,-0.01966,-0.010346
63,2018-52,-0.01873,-0.01041
53,2018-52,-0.019112,-0.010438
10,Jan-19,0.01184,0.005639
37,Jan-19,0.017285,0.009155
47,Jan-19,0.017104,0.00914
5,Jan-19,0.017285,0.009155
15,Jan-19,0.017104,0.00914
21,Jan-19,0.017366,0.00878
31,Jan-19,0.017219,0.008768
53,Jan-19,0.017366,0.00878
63,Jan-19,0.017219,0.008768
31,Feb-19,0.030112,0.019898
21,Feb-19,0.030531,0.0199
15,Feb-19,0.029764,0.019654
5,Feb-19,0.030281,0.019655
10,Feb-19,0.014717,0.019402
10,Mar-19,-0.008821,0.00267
5,Mar-19,0.002104,0.014288
15,Mar-19,0.001741,0.01424
21,Mar-19,-0.000545,0.012738
31,Mar-19,-0.000765,0.0127
31,Apr-19,-0.005099,0.000971
21,Apr-19,-0.00509,0.00101
15,Apr-19,-0.005405,0.001354
5,Apr-19,-0.005403,0.001397
10,Apr-19,-0.005451,-0.00944
10,May-19,-0.015476,0.003534
5,May-19,-0.032086,0.002945
15,May-19,-0.031536,0.002947
21,May-19,-0.034169,0.000995
31,May-19,-0.033674,0.001004
31,Jul-19,0.065641,0.038407
21,Jul-19,0.066411,0.038444
15,Jul-19,0.062601,0.035255
5,Jul-19,0.063468,0.035282
10,Jul-19,0.037284,0.028242
10,Aug-19,0.040859,0.034337
5,Aug-19,0.059425,0.051049
15,Aug-19,0.05881,0.050983
21,Aug-19,0.061402,0.052401
31,Aug-19,0.060859,0.052336
31,Sep-19,0.05999,0.064833
21,Sep-19,0.060294,0.064907
15,Sep-19,0.059818,0.064297
5,Sep-19,0.060195,0.064376
10,Sep-19,0.04881,0.043653
10,Oct-19,0.013389,-0.003888
5,Oct-19,0.033962,0.001523
15,Oct-19,0.033282,0.001502
21,Oct-19,0.038969,0.005595
31,Oct-19,0.038294,0.005562
31,Nov-19,0.029061,0.019431
21,Nov-19,0.029405,0.019453
15,Nov-19,0.031833,0.019714
5,Nov-19,0.032362,0.01974
10,Nov-19,0.016368,0.012774
10,Dec-19,0.023259,0.023974
5,Dec-19,0.050297,0.031922
15,Dec-19,0.049402,0.031893
21,Dec-19,0.047573,0.031147
31,Dec-19,0.04693,0.031123
31,2019-13,-0.014924,-0.003748
21,2019-13,-0.01502,-0.003744
15,2019-13,-0.0161,-0.00366
5,2019-13,-0.016261,-0.003656
10,2019-13,-0.011393,-0.004987
10,2019-14,0.031146,0.030707
5,2019-14,0.060451,0.051597
15,2019-14,0.059479,0.05152
21,2019-14,0.059905,0.051117
31,2019-14,0.059146,0.051048
31,2019-15,-0.016283,-0.020032
21,2019-15,-0.016225,-0.020046
15,2019-15,-0.014016,-0.018485
5,2019-15,-0.013866,-0.018495
10,2019-15,-0.018412,-0.015767
10,2019-16,0.003018,0.010566
5,2019-16,0.020661,0.025194
15,2019-16,0.020078,0.025142
21,2019-16,0.022729,0.024865
31,2019-16,0.02221,0.024818
31,2019-17,-0.0709,-0.058926
21,2019-17,-0.071772,-0.059022
15,2019-17,-0.071949,-0.059735
5,2019-17,-0.073087,-0.059843
10,2019-17,-0.038607,-0.029212
10,2019-18,-0.009884,-0.00394
5,2019-18,-0.024473,-0.006785
15,2019-18,-0.02399,-0.006774
21,2019-18,-0.026259,-0.008465
31,2019-18,-0.025827,-0.00845
31,2019-19,-0.03647,-0.043496
21,2019-19,-0.03634,-0.043513
15,2019-19,-0.038417,-0.044008
5,2019-19,-0.038319,-0.044028
10,2019-19,-0.041308,-0.038513
10,2019-20,-0.029353,-0.024648
5,2019-20,-0.018752,-0.019801
15,2019-20,-0.019096,-0.019819
21,2019-20,-0.019785,-0.020573
31,2019-20,-0.020031,-0.020586
31,2019-21,-0.021519,-0.015725
21,2019-21,-0.021355,-0.015691
15,2019-21,-0.023802,-0.015216
5,2019-21,-0.023671,-0.015177
10,2019-21,-0.027721,-0.026185
10,2019-22,0.013485,0.011419
5,2019-22,0.027493,0.018352
15,2019-22,0.027041,0.018327
21,2019-22,0.029766,0.020259
31,2019-22,0.029347,0.020231
31,2019-23,-0.05173,-0.031186
21,2019-23,-0.05238,-0.031227
15,2019-23,-0.050466,-0.028893
5,2019-23,-0.051247,-0.028931
10,2019-23,-0.026846,-0.018154
10,2019-24,0.020035,0.024445
5,2019-24,0.028027,0.02314
15,2019-24,0.027768,0.023144
21,2019-24,0.028936,0.023933
31,2019-24,0.028707,0.023934
31,2019-25,0.049314,0.045961
21,2019-25,0.049831,0.045997
15,2019-25,0.044101,0.044689
5,2019-25,0.044581,0.044724
10,2019-25,0.029712,0.034775
10,2019-26,-0.008423,-0.000789
5,2019-26,-0.01404,-0.005816
15,2019-26,-0.013859,-0.005799
21,2019-26,-0.016045,-0.006483
31,2019-26,-0.01585,-0.006465
31,2019-27,0.019742,0.018479
21,2019-27,0.019947,0.018511
15,2019-27,0.019683,0.017498
5,2019-27,0.019941,0.01753
10,2019-27,0.01195,0.008268
10,2019-28,-0.021867,-0.017761
5,2019-28,-0.03279,-0.023741
15,2019-28,-0.032438,-0.023721
21,2019-28,-0.033215,-0.024715
31,2019-28,-0.032925,-0.024693
31,2019-29,-0.000241,0.000733
21,2019-29,-0.000155,0.000748
15,2019-29,-0.001188,0.000043
5,2019-29,-0.00111,0.000057
10,2019-29,-0.003571,-0.004016
10,2019-30,-0.002475,-0.002576
5,2019-30,-0.000838,0.008086
15,2019-30,-0.000891,0.00805
21,2019-30,0.000203,0.008498
31,2019-30,0.000134,0.008464
31,2019-31,-0.020703,-0.023591
21,2019-31,-0.020537,-0.023552
15,2019-31,-0.022817,-0.025161
5,2019-31,-0.022678,-0.025122
10,2019-31,-0.027004,-0.036362
10,2019-32,-0.055186,-0.051107
5,2019-32,-0.046349,-0.034698
15,2019-32,-0.046633,-0.034753
21,2019-32,-0.046369,-0.034768
31,2019-32,-0.046594,-0.034817
31,2019-33,0.024889,0.023169
21,2019-33,0.02552,0.023221
15,2019-33,0.02267,0.021471
5,2019-33,0.023396,0.021524
10,2019-33,0.000782,0.005771
10,2019-34,0.02251,0.017435
21,2019-34,0.036289,0.029842
