assign,alpha,alpha_t,alpha_p,beta,beta_t,beta_p,R^2
207,-0.0012260175544346434,-0.3151441896047022,0.7539380571537788,1.047648693131451,9.48457190556618,7.591743416869611e-13,0.638187799913143
110,-0.005097808427699791,-1.0410032222982235,0.30278403797204023,1.0444964123331832,7.512162217987985,8.467901887101616e-10,0.5252836761866051
209,-0.0028336029963273272,-0.9533010833258694,0.34493415259171756,1.0442271568256587,12.37301413568079,5.601166716727759e-17,0.7501120561258776
203,0.0010835978852906576,0.2972873664614994,0.7674546907885322,1.0434977871885256,10.082988677385332,9.724112132006175e-14,0.6659388515033122
226,0.001253442962231569,0.3639545840414669,0.7173964796723566,1.0427503429692733,10.66381005880735,1.3775253177539196e-14,0.6903777509265108
23,-0.003925437375182204,-0.790205491599375,0.4330668029448821,1.0389662337339007,7.36618913522319,1.4380140731926816e-09,0.5154888817154465
63,-0.004842212773790048,-0.9455364073608559,0.34884349885347565,1.0381247813674435,7.139591882956007,3.275844803806793e-09,0.49987139955574533
188,-0.0013476032992693246,-0.4120591506781416,0.6820229391995605,1.032347423236738,11.117645391031955,3.079639320294263e-15,0.7079071912321604
74,-0.005624022447208871,-1.0315969964169183,0.3071283884911012,1.0299378042329321,6.653703820392227,1.9182451200363606e-08,0.46468930329195035
163,-0.0015792094658874953,-0.38365399763325153,0.7028296859256339,1.0294680440707997,8.808506954119776,8.105243634425408e-12,0.6033899883355562
72,-0.0007659427791435071,-0.15882979774509998,0.874430269225216,1.0289612313245318,7.514915655955149,8.383800583660773e-10,0.5254664360223518
130,-0.00351767222970452,-0.8318013475598601,0.40939896506095363,1.0266352352889523,8.550073676683839,2.0273358841045925e-11,0.589053546398105
92,-0.0011513213463492222,-0.18489238549230388,0.8540467519364311,1.0258540886304195,5.802264261667404,4.1787721154349935e-07,0.39763497717170415
159,-0.0020352226726141516,-0.4507465971853291,0.6540827776380744,1.0235711855568406,7.984137698015604,1.5382317613256277e-10,0.5555418239509675
112,-0.0056552040993421175,-1.166929879548699,0.24866610590156393,1.020192326997441,7.414262731879257,1.2077723251059825e-09,0.5187375834894987
147,0.0018562164582211285,0.4114932682794496,0.6824350921322913,1.0196773686698113,7.961343058699426,1.669839596608012e-10,0.5541294821188905
238,0.0017407860136209926,0.4536566728549419,0.6520005333173593,1.0194738633883826,9.357233194320825,1.1816514282873871e-12,0.631922596955764
93,-0.004779363012456728,-0.9039208573751687,0.3702874436755669,1.0187125190663393,6.785806551026342,1.186402215440386e-08,0.4744823603610331
202,-0.004523539561729309,-1.0972640714552473,0.27767985117856964,1.0164588413926874,8.683843859267963,1.2604033870134383e-11,0.596548174311287
