assign,alpha,alpha_t,alpha_p,beta,beta_t,beta_p,R^2
169,0.0006023778714982491,0.16845953955775803,0.866888092439289,1.0144800951529922,9.992164429114231,1.3248257388431163e-13,0.6619009057589605
158,-0.0018795804852261388,-0.547361763210728,0.5865176866217404,1.012638528502995,10.386217615410004,3.4875946355125436e-14,0.6789899212266897
98,-0.0012636618674030388,-0.22623144697371983,0.821925677052669,1.011588723191023,6.378455270865777,5.214155296051426e-08,0.4437457433036168
95,-0.0029270428737338916,-0.7438199536696292,0.4603987079262337,1.011348825059458,9.051679269071107,3.4400144839164235e-12,0.6163477895648759
160,-0.003689380255285479,-0.9295698483959418,0.3569730026744877,1.0029696827116459,8.900324825501734,5.860559391646743e-12,0.6083424050687009
234,0.00022879427892467905,0.07499608335936804,0.9405112329746393,1.0015155376074374,11.56220209140741,7.28096579374317e-16,0.7238534081118038
128,-0.0030331104073023727,-0.8181127677801512,0.417098900469707,1.0009366945750184,9.508696904254105,6.982703993920653e-13,0.6393601404152894
101,-0.004079120713072322,-0.7773330367906304,0.4405532601861716,0.9996721928827758,6.709460833565384,1.5661755455080398e-08,0.46884331027174175
172,-0.006705214911653898,-1.5045376267224058,0.1386113007520456,0.9986748532870047,7.892305861970727,2.141606307267239e-10,0.5498218823362184
89,-0.0032884598235051504,-0.8119792530174991,0.4205773907997439,0.9978840252404267,8.67804513691419,1.2865992934392663e-11,0.5962265946971791
201,-0.0066764795571672255,-1.4161654302699407,0.1628059577715894,0.9975922233196552,7.452619734279732,1.0508668373024764e-09,0.5213134748439457
225,-0.0008858533665922728,-0.2995582762655436,0.7657315894825975,0.9969998021062756,11.87419008802741,2.686693319011009e-16,0.7343700059438961
73,-0.0014123369325812355,-0.23908862614680368,0.8119950727947928,0.9928634388799471,5.919698133370072,2.739511773469817e-07,0.40727190892365794
6,-0.002899788772921072,-0.37404373609828967,0.7099223961739382,0.9887593799994252,4.491962073385024,4.067050257807282e-05,0.28348368481173625
246,-0.00032430854154200475,-0.07842413644026967,0.9377975703306275,0.9875513191057027,8.41086134449967,3.329934426815182e-11,0.5810833283179813
228,0.0014723853557147067,0.3796689055486426,0.705767635388118,0.98081118807917,8.907552573664399,5.713050350793351e-12,0.6087291539223281
218,-0.002286236059071427,-0.6384319860332035,0.5260491957280808,0.9806827662080404,9.645206999412114,4.3555479009743324e-13,0.6459071470905439
229,0.0013950018247458405,0.4032221718424739,0.6884703102715397,0.9767174928353868,9.943242625761055,1.5655857965322002e-13,0.6597007043073766
40,-0.005207628875967043,-0.8763430769881613,0.3849527127476424,0.9673299154271375,5.733214553037817,5.353148885149372e-07,0.3919142415413407
125,-0.002096783193127891,-0.39352568498665524,0.6955716691333125,0.9659586038279349,6.385097214503911,5.089988304635061e-08,0.4442595998519182
231,-0.004973364355555914,-1.602693782260973,0.11517851873378915,0.9650355459831591,10.952998472246014,5.2872732749131e-15,0.7016988697399471
211,-0.0005303094586051437,-0.1653998214775013,0.8692831980468045,0.963050283831144,10.578986644001644,1.8278365833302104e-14,0.6869532393065494
215,-0.00439819515308274,-1.4112224817228278,0.1642506085351989,0.9607697283808665,10.857497646672904,7.245432615295555e-15,0.698019818512542
242,0.0002715166970504615,0.0865092757575937,0.9314003399321407,0.9545553203499694,10.711657526289176,1.1748423217301014e-14,0.6922883978350916
152,-0.0026873050446714316,-0.5475502791047132,0.5863891589584458,0.9473947214171222,6.798724454077646,1.1319377275815542e-08,0.475430902207332
54,-0.007845015049672043,-1.2792965115233776,0.20658256881427356,0.9463469491682115,5.4352216946093135,1.5493752615913924e-06,0.3667871271473253
235,-0.0016449970177473032,-0.4465611558365172,0.6570824466992953,0.9455997418024907,9.04091977030983,3.572535080633657e-12,0.6157851442846856
96,-0.0039076423884423575,-0.7358853021448939,0.46517170675409836,0.9455898654914401,6.271733094522758,7.678167815919954e-08,0.43543249573776677
162,-0.003627032462591263,-1.0783707222818322,0.2859424399796806,0.9445742723187917,9.891045509844254,1.8714712021077912e-13,0.6573335554026651
199,-0.0037835678030983455,-1.094655037828572,0.27881078879824933,0.9445127141973217,9.624385485043096,4.680046463488502e-13,0.6449180008963422
222,-0.0034143929589857238,-1.3235242490694294,0.19156371163913974,0.9252847252914036,12.63232339732434,2.5107269715852534e-17,0.7578066910280705
142,-0.007616810521103478,-1.9076219102517906,0.06207859063782552,0.9232793803703958,8.144074325357442,8.655194660942398e-11,0.5653135434184198
220,-0.003916148404526599,-1.142299568393272,0.25866413267750465,0.9229337076870484,9.481582346998144,7.670857756072543e-13,0.6380422012747429
64,-0.005070053143049558,-0.8546455184196476,0.3967444103799197,0.9166348408457365,5.442009689478887,1.5125044093295144e-06,0.36736707803874324
174,-0.004785343993321571,-2.3814610166028687,0.021014258809076775,0.913324769090219,16.008291802950406,1.567698918149564e-21,0.8340197141308744
204,-0.007873914623677569,-2.056657007635627,0.044852248053782226,0.9101292214986011,8.372664109675236,3.816686975723369e-11,0.5788656772056213
193,-0.005836304641152604,-1.5740056656705805,0.12166993192969545,0.9084616438063099,8.629077630018012,1.5308616222279166e-11,0.5934991126547335
173,-0.010066951243255677,-2.5495657575333275,0.013834876337426213,0.8981391130025362,8.01126881070095,1.3950977339119582e-10,0.5572164394205716
237,-0.00010790675050535915,-0.03281377257476053,0.973951182808132,0.8918341781597795,9.55170945123923,6.016455829618827e-13,0.6414388513231115
241,-0.00758889812292066,-2.114406844643908,0.03938931621189785,0.8714078844361485,8.551075883864993,2.0201180721820244e-11,0.5891102908154087
217,-0.0046992050681450405,-2.021077407242356,0.04853600425359508,0.854115016742746,12.937916661539896,9.861319406878303e-18,0.7664724897303741
143,-0.007815500506231783,-1.7431075913803105,0.08734141904400358,0.8325559844892442,6.539887652133442,2.9012809609943702e-08,0.45611678551918666
236,-0.005000734631961342,-1.3589896890049729,0.18012970888277746,0.8078716132597928,7.732396988827116,3.8150707318870525e-10,0.5396694923416677
233,-0.006462010791776683,-2.5169070015563673,0.01502506072313258,0.7802118598499549,10.702900293554068,1.2095420439079003e-14,0.6919398316551428
240,-0.012424080209051386,-2.750083236864489,0.008223634898850689,0.6375299405183058,4.970174306038489,7.931436103648988e-06,0.3263114078522943
