assign,beta,value_weighted_return,return
159,1.0235711855568406,-0.0020683826771653526,-0.029108305633925663
160,1.0029696827116459,-0.002180820472440943,-0.02853684264179968
161,1.1401843044440887,-0.001965899827288427,-0.03381938854363967
162,0.9445742723187917,-0.0021110268138801237,-0.032868590869525156
163,1.0294680440707997,-0.0021859948364888106,-0.03288792753751301
164,1.1041113372046212,-0.002155388012618293,-0.028658272257537774
165,1.0506118212874789,-0.002123309148264982,-0.03402400727331065
166,1.151488787227706,-0.002035446909667194,-0.028738030447682104
167,1.1461788007958333,-0.002096264150943394,-0.03261002601227459
168,1.191182895991873,-0.002003212543554006,-0.032147407030397444
169,1.0144800951529922,-0.0019561332263242364,-0.030650410084071638
170,1.0740700729660044,-0.002096264150943394,-0.031879024439947556
171,1.0610835913877092,-0.0020249712918660274,-0.029267616184102105
172,0.9986748532870047,-0.002096264150943394,-0.029608845194664533
173,0.8981391130025362,-0.002063376582278479,-0.02879764506131528
174,0.913324769090219,-0.002096264150943394,-0.030306772867620506
175,1.1906980986115556,-0.002096264150943394,-0.03239258261604818
176,1.1567489941186442,-0.0020674353312302813,-0.030250761216528314
177,1.0790848816763394,-0.002163111811023619,-0.03158937177565794
178,1.12654741125745,-0.002105070977917979,-0.03134319654775859
179,1.2272545231792702,-0.002096264150943394,-0.03012644739592239
180,1.3300237905649548,-0.001997785488958989,-0.030702259639241246
181,1.1559124101850444,-0.002096264150943394,-0.029860010289004157
182,1.1136592381151647,-0.002096264150943394,-0.030113162804727426
183,1.2565471114852793,-0.002096264150943395,-0.032393183244978994
184,1.232966540632444,-0.0019663428120063166,-0.029782091856263987
185,1.1615668793296194,-0.002096264150943395,-0.028350775011702842
186,1.1755450909454803,-0.002096264150943394,-0.02859426500598529
187,1.1721502100960868,-0.002154176935229065,-0.03100162740128768
188,1.032347423236738,-0.002096264150943394,-0.03178850399969598
189,1.0719195284775689,-0.002096264150943394,-0.03000809362233749
190,1.0964040631153735,-0.002096264150943394,-0.029286700540576485
191,1.1703749729036501,-0.002096264150943394,-0.030867236704098498
192,1.1881195819648147,-0.002096264150943394,-0.030253051169507304
193,0.9084616438063099,-0.002096264150943394,-0.029655216263846925
194,1.1279252082744635,-0.002154697637795272,-0.031413516657547706
195,1.0754754862076645,-0.0020938078740157452,-0.03150133398038235
196,1.0782663158995198,-0.002096264150943394,-0.03093949928271485
197,1.1987476794460972,-0.0019442145110410076,-0.031184458377411593
198,1.0892158475654645,-0.002163111811023619,-0.03159882531896503
199,0.9445127141973217,-0.002096264150943394,-0.029800809031142524
200,1.2140154409692259,-0.0021331307086614156,-0.03105548988589417
201,0.9975922233196552,-0.002096264150943394,-0.02865637192422428
202,1.0164588413926874,-0.0021331307086614156,-0.030562779649673695
203,1.0434977871885256,-0.002029242765273311,-0.031093971086998046
204,0.9101292214986011,-0.0019386773675762426,-0.026465186970106955
205,1.2973873138221985,-0.002096264150943394,-0.029713873496551326
206,1.0822618427018533,-0.002096264150943394,-0.02845355745881548
207,1.047648693131451,-0.0021945237341772124,-0.032048377656251986
208,1.070957772382533,-0.002103334465195244,-0.03464449342853283
209,1.0442271568256587,-0.0020888803149606274,-0.028960976500067397
210,1.1534339565697411,-0.0021284661417322803,-0.0298151544528233
211,0.963050283831144,-0.002096264150943394,-0.03001057160975887
212,1.272036130577669,-0.002096264150943394,-0.03234303544623686
213,1.3616776291111239,-0.002096264150943394,-0.030396604628626797
214,1.0571042005219857,-0.002127754330708659,-0.031192757602429597
215,0.9607697283808665,-0.0020262795527156534,-0.031034266583335742
216,1.424511754099295,-0.0019785008665511254,-0.0316709359345575
217,0.854115016742746,-0.002096264150943394,-0.029610202112903525
218,0.9806827662080404,-0.002096264150943394,-0.03254299142107962
219,1.1984101139413514,-0.0021893017377567115,-0.030337134510292418
220,0.9229337076870484,-0.002164388976377951,-0.029454785948886293
221,1.1195243419356726,-0.002096264150943394,-0.0295840118613312
222,0.9252847252914036,-0.002096264150943394,-0.027751599911645667
223,1.094956625386962,-0.002163111811023619,-0.034261686736287864
224,1.2561338827325457,-0.002096264150943394,-0.030902164377054467
225,0.9969998021062756,-0.002096264150943394,-0.029280302741834345
226,1.0427503429692733,-0.002096264150943394,-0.03202921783617396
227,1.227059583858261,-0.0021452015748031463,-0.03184729618510676
228,0.98081118807917,-0.002096264150943394,-0.02923385148397271
229,0.9767174928353868,-0.0020938078740157452,-0.02774652138195716
230,1.1784352956498747,-0.002096264150943394,-0.03022623984875258
231,0.9650355459831591,-0.002096264150943394,-0.03009298198711736
232,1.0887301041958257,-0.002128927731092435,-0.031819256179813314
233,0.7802118598499549,-0.0020433646496815267,-0.02723090893900616
234,1.0015155376074374,-0.002096264150943394,-0.02982294110661422
235,0.9455997418024907,-0.002096264150943394,-0.030296684817306043
236,0.8078716132597928,-0.0019768322784810104,-0.033069447276505154
237,0.8918341781597795,-0.0021069086614173196,-0.0291521418543981
238,1.0194738633883826,-0.002144585173501574,-0.028549557746496767
239,1.1243659578966343,-0.0021452015748031463,-0.030017332405579206
240,0.6375299405183058,-0.002191586097946284,-0.03136097337285166
241,0.8714078844361485,-0.0021641075949367056,-0.029689646643593758
242,0.9545553203499694,-0.002096264150943394,-0.030612798024853213
243,1.211598833137581,-0.0021069086614173204,-0.032381434767783934
244,1.0492470814936032,-0.002096264150943394,-0.026886614062589062
245,1.1657493380819899,-0.00197683227848101,-0.03141235392207477
246,0.9875513191057027,-0.002096264150943395,-0.028907301598323765
247,1.1431490808642852,-0.002096264150943394,-0.027171936389633087
248,1.1626654692394618,-0.002092700680272107,-0.030152483270649646
249,1.3541921345920944,-0.002096264150943394,-0.031292279156928685
250,1.4208312749070524,-0.002096264150943394,-0.024446156515419253
251,1.5308861133792113,-0.002096264150943394,-0.030856489848752586
