permno,alpha,alpha_t,alpha_p,beta,beta_t,beta_p,R^2
428.0,-0.00107715683053735,-0.13715749359236387,0.8914571297727074,1.2104245058456118,5.1106893690598385,5.066167952602495e-06,0.34313503578161964
429.0,0.013562761605784918,1.5559562780498286,0.12602613132747495,1.1362315827197689,4.322323765342194,7.345053967504509e-05,0.27201233836029237
430.0,-0.00019484419558711726,-0.035169381300289994,0.972084709539048,1.1158290543404092,6.678456445900792,1.9116240566357166e-08,0.471468721457003
488.0,0.0021174173848125984,0.23883534741177456,0.8122293633803886,0.793418628889254,2.9954020615243895,0.0042901054972729795,0.15477068956590012
498.0,0.019986800444720253,2.804982426176938,0.007463756378217559,1.7023642630386777,7.753424734127082,9.140209553387471e-10,0.5773928011989549
501.0,6.086241105644503e-05,0.008770276835763771,0.9930373212603126,0.8862708705613507,4.234789246608649,9.790403039690349e-05,0.26398545359853653
502.0,0.01746526771384453,1.5026004865868505,0.13935995036746499,1.8180242975997958,5.188574647882077,4.039236467754749e-06,0.3545948823086753
503.0,0.016045697227356593,1.1046915852554635,0.275297702179886,1.2641112780211563,2.975117881055363,0.004742308019104951,0.16747595581898467
505.0,0.02238543142017726,0.7585075868648516,0.4549685285728924,1.342992950700649,1.5808541003288936,0.126001598374955,0.08769047843669797
506.0,0.011919345025393886,0.7612434505690632,0.4508681209053571,1.3438980599794597,2.770111142560925,0.008381661195860425,0.15765279382719122
507.0,0.02091860086541624,1.1564357524501123,0.25299857152066624,1.2320076581811266,2.25841349738003,0.02831478758478005,0.09256609039115116
510.0,0.03612825907835832,1.4227006494368535,0.16128973327099239,1.998682544840401,2.5887555239757756,0.012710451842727923,0.12251284066187573
511.0,-0.04987185668404717,-1.594263679831517,0.13172643565154227,0.21588399721573875,0.26309815301237693,0.7960545143114064,0.0045935114881408
513.0,0.00269097275668696,0.4344546328170019,0.665827564016195,0.7625497936225327,4.082296235242486,0.0001606315685112033,0.24998285332109127
514.0,-0.0014890106258677407,-0.13783863851482556,0.8909215531536185,0.9162206268354419,2.8123827112362436,0.007008618739586366,0.13658375552419888
516.0,0.010917459952994457,0.7517676815526227,0.4565916271797543,1.5642393227080005,3.324181994885467,0.001905436274787166,0.2164573102469073
517.0,0.00829523271181023,0.6520736162786944,0.5175300849095508,1.2277354124580913,3.2627472770911936,0.0020592556896036865,0.1846721103769694
518.0,-0.020721136077311776,-1.8794388042315708,0.06601862651150942,0.16311946033095553,0.4905932623242808,0.6258603630371112,0.00479057490183421
519.0,0.015163409755075177,1.2105496566320397,0.2317595058825188,1.6480659513492886,4.362761800804845,6.427134573287319e-05,0.2757159639630671
520.0,-0.008325424965940527,-0.6203227788344017,0.5378625274763642,1.0265343334330812,2.53621446043178,0.014375675368585894,0.113983910609187
521.0,-0.0010903214091849773,-0.172624615393508,0.863643381857374,0.9733890765429463,5.110175662712674,5.075214985849786e-06,0.34308972362479684
523.0,0.005434057347621518,0.8848247765282582,0.3804865241899782,1.2833222835165403,6.928990565467546,7.750417977083667e-09,0.4898527126293418
524.0,0.04907742938479303,1.453542934777147,0.15719038938270158,2.489173479868402,2.387547244502268,0.023951393381856756,0.16914888000361705
525.0,-0.004640081278358772,-0.44757416537324757,0.6563936980188911,0.7275439247943813,2.3270184035661963,0.02405496691004292,0.097717463122306
526.0,9.614481264123397e-05,0.009216149997467426,0.9926948957977402,1.4132922878726673,4.379784014045762,9.012232593501693e-05,0.3354611169982247
528.0,0.007418151744167126,1.4683045085680413,0.14828488900292683,1.333258841588012,8.750564468083928,1.174613813145412e-11,0.6049691047244328
529.0,0.0029729193917341166,0.2593799970525519,0.7964070527526912,0.9414595045016693,2.723680542306186,0.008868611634219734,0.1291995437797112
530.0,0.0009866997273966591,0.12168524130875531,0.903636045301153,1.0757168483078674,4.398980604442283,5.700614889235923e-05,0.27903017818616727
531.0,0.0027181220758258524,0.20226689525738667,0.840949912643712,1.080034320543096,2.737782514195715,0.009889462396280758,0.18509369625881922
532.0,0.016597463482452987,1.2145541419895236,0.23024120196636533,1.6054740774730267,3.895647317246512,0.00029145508151565754,0.2328472471770907
533.0,0.023526817702321665,1.7290490229962785,0.0915124128892301,1.4547520035158863,3.6982245578510753,0.0006519088586454258,0.2547999945748354
534.0,0.03790736096813467,1.9535718299276528,0.058142916801656036,1.8924880999119122,3.2745841171215124,0.0022610849854163505,0.22007928282575762
536.0,0.004003070629620236,0.35081190775010845,0.7272032788639844,1.0942359357796394,3.1797518144053227,0.0025308746658579246,0.1682030178907047
537.0,0.013390932065107377,1.220369947842161,0.23004566163293894,1.513699024233175,4.40499747791095,8.707844327328208e-05,0.34401818707703424
538.0,-0.0017656426707970286,-0.19853398927353927,0.8440125806624825,0.5824959839447502,2.2559597263771627,0.03178710338757827,0.149294534715526
539.0,-0.00823578996448951,-1.595018519260348,0.11701035903020479,0.7705385582077717,4.948299985049092,8.884037970259358e-06,0.3287299669942847
540.0,0.00031687910385591166,0.06327426148879553,0.9498283418959362,1.1292988404036184,7.256932714555735,4.244257270743188e-09,0.5392321899845245
541.0,-0.003656130708141324,-0.5083650373426724,0.6134331019835542,0.8998924641280605,4.149022144244292,0.00012945720709979682,0.2561116168299251
543.0,0.012399163331085096,2.0618152299121357,0.044442247826214205,1.475466365348633,8.135567506782964,1.0271663624001056e-10,0.5696609549966634
544.0,0.01238106356747158,1.9909907985608513,0.05196061840340474,1.3247200469140634,7.063770569565079,4.769401203002645e-09,0.49948374079995905
545.0,0.010136432778266643,1.329816651016661,0.18961359729959257,1.5896443700128924,6.915248245115229,8.143849915501547e-09,0.4888605242159848
546.0,0.004607653604622542,0.4598843989427777,0.6477196044648027,1.1173440020549963,3.770217071760873,0.00045523542445550223,0.23220851645130847
547.0,0.010519223478186929,0.470884876123743,0.6444977661055125,1.699420544018578,2.7633186108201744,0.014492510368057978,0.3373366957292233
548.0,0.0005735534300180022,0.06348184207016758,0.9496359308257268,1.2935349465017565,4.747390781354212,1.7673894290848797e-05,0.3107034446333994
550.0,0.0031169617953590596,0.3213326680108898,0.7492977197544737,1.3030865324501346,4.454488417692878,4.740040632240759e-05,0.2841031810253668
551.0,0.034615926816225495,3.132201231377936,0.0029838332228646776,2.1514291572305266,6.488334823746079,4.8901629575499265e-08,0.4724938588644887
552.0,0.0077600215230458295,1.3445717925811365,0.18483182941406448,1.4140919276803645,8.12456074781961,1.0681080776860003e-10,0.5689970523337731
553.0,0.05975995726460833,0.928529368106826,0.3636836039963659,2.422797617378672,1.2704598771981426,0.21781643348168997,0.07137452130190058
554.0,0.007616540496030125,0.6522916429937273,0.5172007407263368,1.4494822521509487,4.116215824899881,0.00014397045301393853,0.2530985139116835
555.0,0.008540699579634457,0.6004469518588731,0.5515955050578549,1.7765234296064922,3.9504359683062864,0.0003086303188448397,0.28065244687427227
557.0,-0.011998963108830443,-1.1751268144851525,0.24641019603286213,0.71645113594868,2.335981729474865,0.024223773774015887,0.11261184069523356
558.0,0.024361998238314718,1.5689562466952545,0.12540711066418017,2.124504152442244,4.576702773365329,5.434337113533084e-05,0.36782445943213127
559.0,-0.0026925725245867073,-0.4266672262803375,0.67149052166721,1.0752739255561694,5.618780296925013,8.998487158982068e-07,0.39183841210241344
560.0,0.013671765204163851,1.2263537110695673,0.2284913302625006,1.6594374738330087,5.057450608293706,1.4470682468604311e-05,0.42931769548521903
561.0,0.01202126784289194,1.4003308934592384,0.16758940839911535,1.7716927988965934,6.843369554553775,1.05515744675261e-08,0.48364020813770814
563.0,0.014680237247704885,1.155524915976537,0.2549059651683774,1.5407236038084697,4.079329250474151,0.000215867782492948,0.2990771000951379
564.0,-0.00742477923084566,-0.8613532951925312,0.39315553649423496,1.0112929669867654,3.8902359109900937,0.000296480266225123,0.23235100627942984
565.0,0.03853585088439576,1.4431739259593779,0.16189783814332653,2.3882332001433513,2.864082428188282,0.008551061185826379,0.25472708341224337
566.0,0.010308720632755322,1.1216167932641752,0.26749197892008086,1.3187827189297376,4.804288667742062,1.508417492402346e-05,0.32021099721189716
567.0,0.019662323529859492,0.9824662876069721,0.3306004499853208,1.6389141477239162,2.7154399317823894,0.009062694229357255,0.12851925312125545
568.0,-0.0003585204432476877,-0.03780898798547904,0.9700001178086207,0.6135007494282834,2.083722760306047,0.04264842274816581,0.08456836416254232
570.0,-0.007744016144320468,-0.7293641745902146,0.4691819997151937,0.7826852626757348,2.4443675588710856,0.01807956603726581,0.106743009199748
573.0,-0.0007549944591911262,-0.06274217552786823,0.9502219644166487,0.9585948565803111,2.641508912256331,0.010986766949408278,0.12246168825990111
576.0,-0.014470093448820923,-0.8624983118952292,0.3942848606357817,0.45075729517502605,0.9366046773860072,0.3553800793044857,0.024450838672248842
581.0,0.013550220360631225,1.8663446119554954,0.06786351369820988,1.3763844880293692,6.286174399813583,7.844585266039211e-08,0.4414405650830282
582.0,0.009709762800084759,0.3160351958216538,0.7544989491880856,1.4084683635326405,1.5260455377963162,0.13907251474375631,0.0822065795830278
584.0,0.02458712715974541,1.6569153900485665,0.10577175774251135,1.6939265832956618,3.8863120178763277,0.00039507506367860904,0.2844152182166565
586.0,0.011487004201709209,0.8956533740814966,0.37472973165434453,1.2613886424837895,3.2612438984822667,0.0020009587978556736,0.17540342903105666
587.0,0.006495534166211809,0.9687622724906453,0.337326785825929,1.3787844679251855,6.818673650636137,1.1533664997257385e-08,0.48183473391714093
589.0,0.002024831829578157,0.34533463791141733,0.7312914606981546,1.1166567871373405,6.314981302730195,7.073112686484673e-08,0.44369645633960353
590.0,-0.008777205302815056,-0.9626539812477868,0.3403539165253384,0.8218195566749288,2.988763860809437,0.004334666453618646,0.15157472826633278
591.0,-0.00020481328022565852,-0.02994303380102104,0.9762316877767077,1.2292381121220055,5.959020524557323,2.5343968634500917e-07,0.41527255880424396
592.0,0.01639834854492778,1.5112163681533304,0.13702816559541392,1.6685432965023537,5.0987673153998205,5.280285823686656e-06,0.3420829990439225
593.0,-0.004905543948712398,-0.4444323734324804,0.6586478066041883,0.8976110009533553,2.696546159608077,0.009522510865885046,0.12696330311864146
595.0,0.009529344718049278,0.3555806039757058,0.723650468138346,1.0752824626398105,1.3304506356129753,0.1894062260188009,0.03419153008446052
596.0,0.006249779609150425,0.6228323612579767,0.5362252420120748,1.0619251205983755,3.5091468129680834,0.0009612603513500605,0.19761352745316962
597.0,0.009751498833084567,1.1193139889541421,0.26835461843853553,1.502997075769113,5.720577464444501,5.929606293507039e-07,0.3955878385593601
598.0,-0.0009553552021992042,-0.22239114472621344,0.8249153455260341,1.039546589740199,8.024126236607843,1.5264270050492235e-10,0.5628858696165233
599.0,0.015046274973879743,1.629930211220704,0.10940083644664333,1.4907939635616927,5.35499189305736,2.158262421614417e-06,0.36448168067638975
600.0,0.017912559317978756,1.0044797105861314,0.31998403442282836,1.2918117171890824,2.4020604003435246,0.020059300706713447,0.10345894058237504
601.0,-0.005251906865938457,-0.5264862058075842,0.600878313640584,0.8663034658074898,2.8796599727773518,0.0058461777660833575,0.14225586263099177
603.0,0.01348257143151118,1.0402528804901683,0.3032266621808297,1.7453557371677362,4.465307092384836,4.572157475985588e-05,0.2850909609075597
605.0,0.048036340209250274,1.7262767219914674,0.0904726590283762,2.1796188532221383,2.5973007148186404,0.012309138037535295,0.1188801757012371
606.0,0.004085354111093056,0.3999392241366812,0.690904803178759,1.138240478280292,3.6948728371525155,0.0005456575903536941,0.21447978054588712
607.0,0.008884603028326018,0.5350356630239058,0.594996841077406,1.2494766405224218,2.495019942573371,0.01594223051690018,0.11071784309355548
608.0,-0.02332358253631124,-1.4403375968154455,0.15891758162042366,-0.37582803583396546,-0.7570938733298409,0.4542086169698173,0.01657906355326022
609.0,0.030841052996096262,1.7543831002179329,0.08648931057664877,1.8721008853119738,3.6777902855351683,0.0006497340440225068,0.23929001791223092
610.0,0.04080212510556589,1.9415013762455595,0.06133429446232268,2.369943748410628,3.6783585696789443,0.0008851885089681859,0.3038451381035778
612.0,0.034408446642862654,1.732915174398613,0.09167048217298696,1.8022998168152489,2.8831839528011787,0.006603474366561546,0.18759273032932067
613.0,0.013194081902014229,1.0400558210607433,0.3048865164053328,1.5680484632922698,3.99399061960161,0.0002874697093816498,0.2956697171568381
615.0,0.032738616796968156,1.4825915722778078,0.14485764427140815,1.7951556416425758,2.717325904528113,0.009184722294774308,0.13577300437524464
616.0,0.007320458259688392,0.8345596809193131,0.4079354844814087,1.3843604882049176,5.233226150647409,3.3060408389026833e-06,0.3538937767733713
617.0,0.0005571140617729202,0.024151368259551366,0.9808918023415727,0.6732577002811684,1.0011629434375433,0.3247553916977475,0.0323307096133586
619.0,0.004358064918291279,0.42830984643008196,0.6706141304372737,1.1568882397830276,3.896517954454314,0.0003445605281637004,0.26551407622010126
620.0,0.008147151584370203,0.7387630033573721,0.4635048485440174,1.2530546219119745,3.7676497339219504,0.0004354617233676393,0.22112537917306796
622.0,0.029368775182673165,1.8597566665391114,0.06961368167224849,2.3476393257348493,5.0637988623974355,7.80777752916455e-06,0.3681978866924187
623.0,0.008896618498263986,0.7896795111409863,0.43344402873092436,1.2161214829916858,3.5793489495214885,0.0007773152460647141,0.20397045403152791
625.0,-0.005246873567684374,-0.707100874267783,0.4828532086720645,0.8179127013420097,3.686023720062336,0.0005696262492820062,0.21708694468674272
626.0,0.011191069602387499,0.9043426412828689,0.3701506003659305,1.7343209212604789,4.647207369603237,2.482447709583878e-05,0.30164219445916085
627.0,-0.001244629569266895,-0.1413936979540344,0.8881270874941073,1.0160411712453468,3.827387391382748,0.00036131675866618194,0.22659156687957738
628.0,0.008569540029042116,0.7035322047857886,0.4849875553863573,1.4355405020652676,3.9078969022957497,0.0002803814637736902,0.23397074044631927
629.0,-0.011609281761459296,-0.5378082199087718,0.5951151240495668,0.6457820559968315,1.0664695469961956,0.2956552944539803,0.04042161041490944
630.0,0.010181467297584543,1.0979520206644962,0.27748476876683104,1.4290020730099307,5.109836772737976,5.081191994363827e-06,0.3430598304518089
631.0,0.013036089694265961,1.3490556492714498,0.18339708636483043,1.515705346936223,5.201139289034555,3.6978574646013774e-06,0.35108631314711625
632.0,0.0015254283122555848,0.1581209674970128,0.8749983656974125,1.261315508769855,4.335334111540135,7.0366073028887e-05,0.2732042817991044
633.0,0.02209077947672517,0.6725442681974491,0.5071708728387819,1.6928540231034992,1.7573120845714327,0.09063572649124714,0.10616509514860206
635.0,0.010674892112823232,0.4253376551791413,0.6727620497825477,0.8344476720867866,1.0338197096610926,0.3071367535426416,0.02481572760755879
636.0,0.012445173702697349,0.9645664415043528,0.34157289757196274,1.6025833747630602,4.051756508683687,0.000279103958029893,0.32562069264152715
637.0,0.016837516600610794,1.7065031131127513,0.0941190126832333,1.6073266493512801,5.40174862687591,1.8312344498662899e-06,0.3685185392342195
638.0,0.10517022825051456,3.13458424042479,0.0037488683274601023,4.864734682782239,4.833780888861225,3.4568093376828254e-05,0.42978478014649446
639.0,0.055673654708914416,1.6482027551477991,0.10909659912983052,2.2775325405284934,2.342543320574863,0.025534980978114304,0.14638233706618597
650.0,0.0004554608957005879,0.08075539240750487,0.9359588650416983,1.178743292093471,6.930121473250204,7.71890073960445e-09,0.4899342795962144
651.0,0.03718121014551118,1.5259703277804353,0.13957025943490375,1.521620318433268,2.1351957704633775,0.04272810907700192,0.1542356498254901
